,date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status
0,2023-08-04,2023,Championship,England,Sheffield Wednesday,1,2,Southampton,Match Finished
1,2023-08-05,2023,Championship,England,Blackburn,2,1,West Brom,Match Finished
2,2023-08-05,2023,Championship,England,Bristol City,1,1,Preston,Match Finished
3,2023-08-05,2023,Championship,England,Middlesbrough,0,1,Millwall,Match Finished
4,2023-08-05,2023,Championship,England,Norwich,2,1,Hull City,Match Finished
5,2023-08-05,2023,Championship,England,Plymouth,3,1,Huddersfield,Match Finished
6,2023-08-05,2023,Championship,England,Stoke City,4,1,Rotherham,Match Finished
7,2023-08-05,2023,Championship,England,Swansea,1,1,Birmingham,Match Finished
8,2023-08-05,2023,Championship,England,Watford,4,0,QPR,Match Finished
9,2023-08-06,2023,Championship,England,Leicester,2,1,Coventry,Match Finished
10,2023-08-06,2023,Championship,England,Leeds,2,2,Cardiff,Match Finished
11,2023-08-06,2023,Championship,England,Sunderland,1,2,Ipswich,Match Finished
12,2023-08-12,2023,Championship,England,Coventry,3,0,Middlesbrough,Match Finished
13,2023-08-12,2023,Championship,England,Birmingham,1,0,Leeds,Match Finished
14,2023-08-12,2023,Championship,England,Cardiff,1,2,QPR,Match Finished
15,2023-08-12,2023,Championship,England,Huddersfield,0,1,Leicester,Match Finished
16,2023-08-12,2023,Championship,England,Hull City,4,2,Sheffield Wednesday,Match Finished
17,2023-08-12,2023,Championship,England,Ipswich,2,0,Stoke City,Match Finished
18,2023-08-12,2023,Championship,England,Millwall,0,1,Bristol City,Match Finished
19,2023-08-12,2023,Championship,England,Preston,2,1,Sunderland,Match Finished
20,2023-08-12,2023,Championship,England,Rotherham,2,2,Blackburn,Match Finished
21,2023-08-12,2023,Championship,England,Southampton,4,4,Norwich,Match Finished
22,2023-08-12,2023,Championship,England,Watford,0,0,Plymouth,Match Finished
23,2023-08-12,2023,Championship,England,West Brom,3,2,Swansea,Match Finished
24,2023-08-18,2023,Championship,England,Leeds,1,1,West Brom,Match Finished
25,2023-08-19,2023,Championship,England,Plymouth,1,2,Southampton,Match Finished
26,2023-08-19,2023,Championship,England,Blackburn,1,2,Hull City,Match Finished
27,2023-08-19,2023,Championship,England,Bristol City,0,2,Birmingham,Match Finished
28,2023-08-19,2023,Championship,England,Leicester,2,1,Cardiff,Match Finished
29,2023-08-19,2023,Championship,England,Middlesbrough,1,1,Huddersfield,Match Finished
30,2023-08-19,2023,Championship,England,QPR,0,1,Ipswich,Match Finished
31,2023-08-19,2023,Championship,England,Sheffield Wednesday,0,1,Preston,Match Finished
32,2023-08-19,2023,Championship,England,Stoke City,1,0,Watford,Match Finished
33,2023-08-19,2023,Championship,England,Sunderland,2,1,Rotherham,Match Finished
34,2023-08-19,2023,Championship,England,Swansea,1,1,Coventry,Match Finished
35,2023-08-20,2023,Championship,England,Norwich,3,1,Millwall,Match Finished
36,2023-08-25,2023,Championship,England,Hull City,1,1,Bristol City,Match Finished
37,2023-08-26,2023,Championship,England,Birmingham,2,1,Plymouth,Match Finished
38,2023-08-26,2023,Championship,England,Cardiff,2,1,Sheffield Wednesday,Match Finished
39,2023-08-26,2023,Championship,England,Coventry,0,0,Sunderland,Match Finished
40,2023-08-26,2023,Championship,England,Huddersfield,0,4,Norwich,Match Finished
41,2023-08-26,2023,Championship,England,Ipswich,3,4,Leeds,Match Finished
42,2023-08-26,2023,Championship,England,Millwall,1,0,Stoke City,Match Finished
43,2023-08-26,2023,Championship,England,Preston,2,1,Swansea,Match Finished
44,2023-08-26,2023,Championship,England,Rotherham,1,2,Leicester,Match Finished
45,2023-08-26,2023,Championship,England,Southampton,2,1,QPR,Match Finished
46,2023-08-27,2023,Championship,England,Watford,0,1,Blackburn,Match Finished
47,2023-08-26,2023,Championship,England,West Brom,4,2,Middlesbrough,Match Finished
48,2023-09-02,2023,Championship,England,Birmingham,1,1,Millwall,Match Finished
49,2023-09-02,2023,Championship,England,Coventry,3,3,Watford,Match Finished
50,2023-09-02,2023,Championship,England,Ipswich,3,2,Cardiff,Match Finished
51,2023-09-02,2023,Championship,England,Leeds,0,0,Sheffield Wednesday,Match Finished
52,2023-09-02,2023,Championship,England,Leicester,0,1,Hull City,Match Finished
53,2023-09-02,2023,Championship,England,Middlesbrough,0,2,QPR,Match Finished
54,2023-09-02,2023,Championship,England,Plymouth,3,0,Blackburn,Match Finished
55,2023-09-02,2023,Championship,England,Rotherham,2,1,Norwich,Match Finished
56,2023-09-02,2023,Championship,England,Stoke City,0,2,Preston,Match Finished
57,2023-09-02,2023,Championship,England,Sunderland,5,0,Southampton,Match Finished
58,2023-09-02,2023,Championship,England,Swansea,1,2,Bristol City,Match Finished
59,2023-09-02,2023,Championship,England,West Brom,1,2,Huddersfield,Match Finished
60,2023-09-15,2023,Championship,England,Hull City,1,1,Coventry,Match Finished
61,2023-09-16,2023,Championship,England,Blackburn,2,1,Middlesbrough,Match Finished
62,2023-09-16,2023,Championship,England,Bristol City,0,0,West Brom,Match Finished
63,2023-09-16,2023,Championship,England,Cardiff,2,0,Swansea,Match Finished
64,2023-09-16,2023,Championship,England,Huddersfield,2,0,Rotherham,Match Finished
65,2023-09-17,2023,Championship,England,Millwall,0,3,Leeds,Match Finished
66,2023-09-16,2023,Championship,England,Norwich,1,0,Stoke City,Match Finished
67,2023-09-16,2023,Championship,England,Preston,2,1,Plymouth,Match Finished
68,2023-09-16,2023,Championship,England,QPR,1,3,Sunderland,Match Finished
69,2023-09-16,2023,Championship,England,Sheffield Wednesday,0,1,Ipswich,Match Finished
70,2023-09-15,2023,Championship,England,Southampton,1,4,Leicester,Match Finished
71,2023-09-16,2023,Championship,England,Watford,2,0,Birmingham,Match Finished
72,2023-09-19,2023,Championship,England,Bristol City,4,1,Plymouth,Match Finished
73,2023-09-19,2023,Championship,England,Cardiff,3,2,Coventry,Match Finished
74,2023-09-19,2023,Championship,England,Preston,2,1,Birmingham,Match Finished
75,2023-09-19,2023,Championship,England,QPR,1,1,Swansea,Match Finished
76,2023-09-19,2023,Championship,England,Sheffield Wednesday,1,1,Middlesbrough,Match Finished
77,2023-09-19,2023,Championship,England,Southampton,0,1,Ipswich,Match Finished
78,2023-09-20,2023,Championship,England,Blackburn,1,3,Sunderland,Match Finished
79,2023-09-20,2023,Championship,England,Huddersfield,2,2,Stoke City,Match Finished
80,2023-09-20,2023,Championship,England,Hull City,0,0,Leeds,Match Finished
81,2023-09-20,2023,Championship,England,Millwall,3,0,Rotherham,Match Finished
82,2023-09-20,2023,Championship,England,Norwich,0,2,Leicester,Match Finished
83,2023-09-20,2023,Championship,England,Watford,2,2,West Brom,Match Finished
84,2023-09-22,2023,Championship,England,Birmingham,0,0,QPR,Match Finished
85,2023-09-25,2023,Championship,England,Coventry,1,1,Huddersfield,Match Finished
86,2023-09-23,2023,Championship,England,Ipswich,4,3,Blackburn,Match Finished
87,2023-09-23,2023,Championship,England,Leeds,3,0,Watford,Match Finished
88,2023-09-23,2023,Championship,England,Leicester,1,0,Bristol City,Match Finished
89,2023-09-23,2023,Championship,England,Middlesbrough,2,1,Southampton,Match Finished
90,2023-09-23,2023,Championship,England,Plymouth,6,2,Norwich,Match Finished
91,2023-09-23,2023,Championship,England,Rotherham,1,1,Preston,Match Finished
92,2023-09-24,2023,Championship,England,Stoke City,1,3,Hull City,Match Finished
93,2023-09-24,2023,Championship,England,Sunderland,0,1,Cardiff,Match Finished
94,2023-09-23,2023,Championship,England,Swansea,3,0,Sheffield Wednesday,Match Finished
95,2023-09-23,2023,Championship,England,West Brom,0,0,Millwall,Match Finished
96,2023-10-01,2023,Championship,England,Blackburn,1,4,Leicester,Match Finished
97,2023-09-30,2023,Championship,England,Bristol City,2,3,Stoke City,Match Finished
98,2023-09-30,2023,Championship,England,Cardiff,2,0,Rotherham,Match Finished
99,2023-09-30,2023,Championship,England,Huddersfield,1,1,Ipswich,Match Finished
100,2023-09-30,2023,Championship,England,Hull City,1,1,Plymouth,Match Finished
101,2023-09-30,2023,Championship,England,Millwall,0,3,Swansea,Match Finished
102,2023-09-30,2023,Championship,England,Norwich,2,0,Birmingham,Match Finished
103,2023-09-30,2023,Championship,England,Preston,0,4,West Brom,Match Finished
104,2023-09-30,2023,Championship,England,QPR,1,3,Coventry,Match Finished
105,2023-09-29,2023,Championship,England,Sheffield Wednesday,0,3,Sunderland,Match Finished
106,2023-09-30,2023,Championship,England,Southampton,3,1,Leeds,Match Finished
107,2023-09-30,2023,Championship,England,Watford,2,3,Middlesbrough,Match Finished
108,2023-10-03,2023,Championship,England,Birmingham,4,1,Huddersfield,Match Finished
109,2023-10-03,2023,Championship,England,Ipswich,3,0,Hull City,Match Finished
110,2023-10-03,2023,Championship,England,Middlesbrough,2,0,Cardiff,Match Finished
111,2023-10-03,2023,Championship,England,Plymouth,0,2,Millwall,Match Finished
112,2023-10-03,2023,Championship,England,Stoke City,0,1,Southampton,Match Finished
113,2023-10-03,2023,Championship,England,West Brom,1,0,Sheffield Wednesday,Match Finished
114,2023-10-04,2023,Championship,England,Coventry,1,0,Blackburn,Match Finished
115,2023-10-04,2023,Championship,England,Leeds,1,0,QPR,Match Finished
116,2023-10-04,2023,Championship,England,Leicester,3,0,Preston,Match Finished
117,2023-10-04,2023,Championship,England,Rotherham,1,2,Bristol City,Match Finished
118,2023-10-04,2023,Championship,England,Sunderland,2,0,Watford,Match Finished
119,2023-10-04,2023,Championship,England,Swansea,2,1,Norwich,Match Finished
120,2023-10-06,2023,Championship,England,Birmingham,3,1,West Brom,Match Finished
121,2023-10-07,2023,Championship,England,Coventry,1,1,Norwich,Match Finished
122,2023-10-07,2023,Championship,England,Ipswich,4,2,Preston,Match Finished
123,2023-10-07,2023,Championship,England,Leeds,2,1,Bristol City,Match Finished
124,2023-10-07,2023,Championship,England,Leicester,2,0,Stoke City,Match Finished
125,2023-10-07,2023,Championship,England,Millwall,2,2,Hull City,Match Finished
126,2023-10-07,2023,Championship,England,Plymouth,1,3,Swansea,Match Finished
127,2023-10-07,2023,Championship,England,QPR,0,4,Blackburn,Match Finished
128,2023-10-07,2023,Championship,England,Sheffield Wednesday,0,0,Huddersfield,Match Finished
129,2023-10-07,2023,Championship,England,Southampton,1,1,Rotherham,Match Finished
130,2023-10-07,2023,Championship,England,Sunderland,0,4,Middlesbrough,Match Finished
131,2023-10-21,2023,Championship,England,Blackburn,1,0,Cardiff,Match Finished
132,2023-10-21,2023,Championship,England,Bristol City,1,0,Coventry,Match Finished
133,2023-10-21,2023,Championship,England,Huddersfield,2,1,QPR,Match Finished
134,2023-10-21,2023,Championship,England,Hull City,1,2,Southampton,Match Finished
135,2023-10-21,2023,Championship,England,Middlesbrough,1,0,Birmingham,Match Finished
136,2023-10-21,2023,Championship,England,Norwich,2,3,Leeds,Match Finished
137,2023-10-21,2023,Championship,England,Preston,1,1,Millwall,Match Finished
138,2023-11-07,2023,Championship,England,Rotherham,2,2,Ipswich,Match Finished
139,2023-10-21,2023,Championship,England,Stoke City,2,1,Sunderland,Match Finished
140,2023-10-21,2023,Championship,England,Swansea,1,3,Leicester,Match Finished
141,2023-10-21,2023,Championship,England,Watford,1,0,Sheffield Wednesday,Match Finished
142,2023-10-21,2023,Championship,England,West Brom,0,0,Plymouth,Match Finished
143,2023-10-24,2023,Championship,England,Huddersfield,0,4,Cardiff,Match Finished
144,2023-10-24,2023,Championship,England,Leicester,1,0,Sunderland,Match Finished
145,2023-10-24,2023,Championship,England,Millwall,1,2,Blackburn,Match Finished
146,2023-10-24,2023,Championship,England,Norwich,1,2,Middlesbrough,Match Finished
147,2023-10-24,2023,Championship,England,Swansea,0,1,Watford,Match Finished
148,2023-10-24,2023,Championship,England,West Brom,2,0,QPR,Match Finished
149,2023-10-25,2023,Championship,England,Birmingham,0,2,Hull City,Match Finished
150,2023-10-25,2023,Championship,England,Bristol City,0,1,Ipswich,Match Finished
151,2023-10-25,2023,Championship,England,Plymouth,3,0,Sheffield Wednesday,Match Finished
152,2023-10-25,2023,Championship,England,Preston,2,2,Southampton,Match Finished
153,2023-10-25,2023,Championship,England,Rotherham,2,0,Coventry,Match Finished
154,2023-10-25,2023,Championship,England,Stoke City,1,0,Leeds,Match Finished
155,2023-10-28,2023,Championship,England,Leeds,4,1,Huddersfield,Match Finished
156,2023-10-28,2023,Championship,England,Blackburn,0,1,Swansea,Match Finished
157,2023-10-28,2023,Championship,England,Cardiff,2,0,Bristol City,Match Finished
158,2023-10-30,2023,Championship,England,Coventry,0,2,West Brom,Match Finished
159,2023-10-28,2023,Championship,England,Hull City,1,0,Preston,Match Finished
160,2023-10-28,2023,Championship,England,Ipswich,3,2,Plymouth,Match Finished
161,2023-10-28,2023,Championship,England,Middlesbrough,0,2,Stoke City,Match Finished
162,2023-10-28,2023,Championship,England,QPR,1,2,Leicester,Match Finished
163,2023-10-29,2023,Championship,England,Sheffield Wednesday,2,0,Rotherham,Match Finished
164,2023-10-28,2023,Championship,England,Southampton,3,1,Birmingham,Match Finished
165,2023-10-28,2023,Championship,England,Sunderland,3,1,Norwich,Match Finished
166,2023-10-28,2023,Championship,England,Watford,2,2,Millwall,Match Finished
167,2023-11-04,2023,Championship,England,Birmingham,2,2,Ipswich,Match Finished
168,2023-11-04,2023,Championship,England,Bristol City,1,0,Sheffield Wednesday,Match Finished
169,2023-11-04,2023,Championship,England,Huddersfield,0,0,Watford,Match Finished
170,2023-11-03,2023,Championship,England,Leicester,0,1,Leeds,Match Finished
171,2023-11-04,2023,Championship,England,Millwall,0,1,Southampton,Match Finished
172,2023-11-05,2023,Championship,England,Norwich,1,3,Blackburn,Match Finished
173,2023-11-04,2023,Championship,England,Plymouth,3,3,Middlesbrough,Match Finished
174,2023-11-04,2023,Championship,England,Preston,3,2,Coventry,Match Finished
175,2023-11-04,2023,Championship,England,Rotherham,1,1,QPR,Match Finished
176,2023-11-04,2023,Championship,England,Stoke City,0,0,Cardiff,Match Finished
177,2023-11-04,2023,Championship,England,Swansea,0,0,Sunderland,Match Finished
178,2023-11-04,2023,Championship,England,West Brom,3,1,Hull City,Match Finished
179,2023-11-10,2023,Championship,England,Blackburn,1,2,Preston,Match Finished
180,2023-11-11,2023,Championship,England,Cardiff,2,3,Norwich,Match Finished
181,2023-11-11,2023,Championship,England,Coventry,0,0,Stoke City,Match Finished
182,2023-11-11,2023,Championship,England,Hull City,1,0,Huddersfield,Match Finished
183,2023-11-11,2023,Championship,England,Ipswich,3,2,Swansea,Match Finished
184,2023-11-11,2023,Championship,England,Leeds,2,1,Plymouth,Match Finished
185,2023-11-11,2023,Championship,England,Middlesbrough,1,0,Leicester,Match Finished
186,2023-11-11,2023,Championship,England,QPR,0,0,Bristol City,Match Finished
187,2023-11-11,2023,Championship,England,Sheffield Wednesday,0,4,Millwall,Match Finished
188,2023-11-11,2023,Championship,England,Southampton,2,1,West Brom,Match Finished
189,2023-11-11,2023,Championship,England,Sunderland,3,1,Birmingham,Match Finished
190,2023-11-11,2023,Championship,England,Watford,5,0,Rotherham,Match Finished
191,2023-11-25,2023,Championship,England,Birmingham,2,1,Sheffield Wednesday,Match Finished
192,2023-11-25,2023,Championship,England,Bristol City,3,2,Middlesbrough,Match Finished
193,2023-11-25,2023,Championship,England,Huddersfield,1,1,Southampton,Match Finished
194,2023-11-25,2023,Championship,England,Leicester,2,0,Watford,Match Finished
195,2023-11-25,2023,Championship,England,Millwall,0,3,Coventry,Match Finished
196,2023-11-25,2023,Championship,England,Norwich,1,0,QPR,Match Finished
197,2023-11-25,2023,Championship,England,Plymouth,2,0,Sunderland,Match Finished
198,2023-11-25,2023,Championship,England,Preston,1,2,Cardiff,Match Finished
199,2023-11-24,2023,Championship,England,Rotherham,1,1,Leeds,Match Finished
200,2023-11-25,2023,Championship,England,Stoke City,0,3,Blackburn,Match Finished
201,2023-11-25,2023,Championship,England,Swansea,2,2,Hull City,Match Finished
202,2023-11-25,2023,Championship,England,West Brom,2,0,Ipswich,Match Finished
203,2023-11-28,2023,Championship,England,Cardiff,0,1,West Brom,Match Finished
204,2023-11-28,2023,Championship,England,Coventry,1,0,Plymouth,Match Finished
205,2023-11-28,2023,Championship,England,Hull City,4,1,Rotherham,Match Finished
206,2023-11-28,2023,Championship,England,Middlesbrough,4,0,Preston,Match Finished
207,2023-11-28,2023,Championship,England,QPR,4,2,Stoke City,Match Finished
208,2023-11-28,2023,Championship,England,Watford,3,2,Norwich,Match Finished
209,2023-11-29,2023,Championship,England,Blackburn,4,2,Birmingham,Match Finished
210,2023-11-29,2023,Championship,England,Ipswich,3,1,Millwall,Match Finished
211,2023-11-29,2023,Championship,England,Leeds,3,1,Swansea,Match Finished
212,2023-11-29,2023,Championship,England,Sheffield Wednesday,1,1,Leicester,Match Finished
213,2023-11-29,2023,Championship,England,Southampton,1,0,Bristol City,Match Finished
214,2023-11-29,2023,Championship,England,Sunderland,1,2,Huddersfield,Match Finished
215,2023-12-02,2023,Championship,England,Birmingham,0,0,Rotherham,Match Finished
216,2023-12-02,2023,Championship,England,Hull City,1,2,Watford,Match Finished
217,2023-12-02,2023,Championship,England,Ipswich,2,1,Coventry,Match Finished
218,2023-12-02,2023,Championship,England,Leeds,3,2,Middlesbrough,Match Finished
219,2023-12-02,2023,Championship,England,Millwall,1,1,Sunderland,Match Finished
220,2023-12-02,2023,Championship,England,Plymouth,2,1,Stoke City,Match Finished
221,2023-12-01,2023,Championship,England,Preston,0,2,QPR,Match Finished
222,2023-12-02,2023,Championship,England,Sheffield Wednesday,3,1,Blackburn,Match Finished
223,2023-12-02,2023,Championship,England,Southampton,2,0,Cardiff,Match Finished
224,2023-12-02,2023,Championship,England,Swansea,1,1,Huddersfield,Match Finished
225,2023-12-02,2023,Championship,England,West Brom,1,2,Leicester,Match Finished
226,2023-12-03,2023,Championship,England,Bristol City,1,2,Norwich,Match Finished
227,2023-12-09,2023,Championship,England,Blackburn,0,2,Leeds,Match Finished
228,2023-12-09,2023,Championship,England,Cardiff,1,0,Millwall,Match Finished
229,2023-12-08,2023,Championship,England,Coventry,2,0,Birmingham,Match Finished
230,2023-12-09,2023,Championship,England,Huddersfield,1,1,Bristol City,Match Finished
231,2023-12-09,2023,Championship,England,Leicester,4,0,Plymouth,Match Finished
232,2023-12-09,2023,Championship,England,Middlesbrough,0,2,Ipswich,Match Finished
233,2023-12-09,2023,Championship,England,Norwich,0,0,Preston,Match Finished
234,2023-12-09,2023,Championship,England,QPR,2,0,Hull City,Match Finished
235,2023-12-09,2023,Championship,England,Rotherham,1,2,Swansea,Match Finished
236,2023-12-09,2023,Championship,England,Stoke City,0,1,Sheffield Wednesday,Match Finished
237,2023-12-09,2023,Championship,England,Sunderland,2,1,West Brom,Match Finished
238,2023-12-09,2023,Championship,England,Watford,1,1,Southampton,Match Finished
239,2023-12-12,2023,Championship,England,Blackburn,2,1,Bristol City,Match Finished
240,2023-12-12,2023,Championship,England,Huddersfield,1,3,Preston,Match Finished
241,2023-12-12,2023,Championship,England,Rotherham,0,2,West Brom,Match Finished
242,2023-12-12,2023,Championship,England,Stoke City,1,1,Swansea,Match Finished
243,2023-12-12,2023,Championship,England,Sunderland,1,0,Leeds,Match Finished
244,2023-12-12,2023,Championship,England,Watford,1,2,Ipswich,Match Finished
245,2023-12-13,2023,Championship,England,Cardiff,0,1,Birmingham,Match Finished
246,2023-12-13,2023,Championship,England,Coventry,1,1,Southampton,Match Finished
247,2023-12-13,2023,Championship,England,Leicester,3,2,Millwall,Match Finished
248,2023-12-13,2023,Championship,England,Middlesbrough,1,2,Hull City,Match Finished
249,2023-12-13,2023,Championship,England,Norwich,3,1,Sheffield Wednesday,Match Finished
250,2023-12-13,2023,Championship,England,QPR,0,0,Plymouth,Match Finished
251,2023-12-18,2023,Championship,England,Birmingham,2,3,Leicester,Match Finished
252,2023-12-16,2023,Championship,England,Bristol City,1,0,Sunderland,Match Finished
253,2023-12-16,2023,Championship,England,Hull City,3,0,Cardiff,Match Finished
254,2023-12-16,2023,Championship,England,Ipswich,2,2,Norwich,Match Finished
255,2023-12-16,2023,Championship,England,Leeds,1,1,Coventry,Match Finished
256,2023-12-16,2023,Championship,England,Millwall,1,1,Huddersfield,Match Finished
257,2023-12-16,2023,Championship,England,Plymouth,3,2,Rotherham,Match Finished
258,2023-12-16,2023,Championship,England,Preston,1,5,Watford,Match Finished
259,2023-12-16,2023,Championship,England,Sheffield Wednesday,2,1,QPR,Match Finished
260,2023-12-16,2023,Championship,England,Southampton,4,0,Blackburn,Match Finished
261,2023-12-16,2023,Championship,England,Swansea,1,2,Middlesbrough,Match Finished
262,2023-12-17,2023,Championship,England,West Brom,1,1,Stoke City,Match Finished
263,2023-12-22,2023,Championship,England,Bristol City,3,2,Hull City,Match Finished
264,2023-12-23,2023,Championship,England,Blackburn,1,2,Watford,Match Finished
265,2023-12-23,2023,Championship,England,Leeds,4,0,Ipswich,Match Finished
266,2023-12-23,2023,Championship,England,Leicester,3,0,Rotherham,Match Finished
267,2023-12-23,2023,Championship,England,Middlesbrough,1,0,West Brom,Match Finished
268,2023-12-23,2023,Championship,England,Norwich,2,0,Huddersfield,Match Finished
269,2023-12-23,2023,Championship,England,Plymouth,3,3,Birmingham,Match Finished
270,2023-12-23,2023,Championship,England,QPR,0,1,Southampton,Match Finished
271,2023-12-23,2023,Championship,England,Sheffield Wednesday,1,2,Cardiff,Match Finished
272,2023-12-23,2023,Championship,England,Stoke City,0,0,Millwall,Match Finished
273,2023-12-23,2023,Championship,England,Sunderland,0,3,Coventry,Match Finished
274,2023-12-22,2023,Championship,England,Swansea,2,1,Preston,Match Finished
275,2023-12-26,2023,Championship,England,Millwall,2,0,QPR,Match Finished
276,2023-12-26,2023,Championship,England,Birmingham,1,3,Stoke City,Match Finished
277,2023-12-26,2023,Championship,England,Cardiff,2,2,Plymouth,Match Finished
278,2023-12-26,2023,Championship,England,Coventry,2,0,Sheffield Wednesday,Match Finished
279,2023-12-26,2023,Championship,England,Huddersfield,3,0,Blackburn,Match Finished
280,2023-12-26,2023,Championship,England,Hull City,0,1,Sunderland,Match Finished
281,2023-12-26,2023,Championship,England,Ipswich,1,1,Leicester,Match Finished
282,2023-12-26,2023,Championship,England,Preston,2,1,Leeds,Match Finished
283,2023-12-26,2023,Championship,England,Rotherham,1,0,Middlesbrough,Match Finished
284,2023-12-26,2023,Championship,England,Southampton,5,0,Swansea,Match Finished
285,2023-12-26,2023,Championship,England,Watford,1,4,Bristol City,Match Finished
286,2023-12-26,2023,Championship,England,West Brom,1,0,Norwich,Match Finished
287,2023-12-29,2023,Championship,England,Birmingham,0,0,Bristol City,Match Finished
288,2023-12-29,2023,Championship,England,Cardiff,0,2,Leicester,Match Finished
289,2023-12-29,2023,Championship,England,Coventry,2,2,Swansea,Match Finished
290,2023-12-29,2023,Championship,England,Huddersfield,1,2,Middlesbrough,Match Finished
291,2023-12-29,2023,Championship,England,Hull City,3,2,Blackburn,Match Finished
292,2023-12-29,2023,Championship,England,Ipswich,0,0,QPR,Match Finished
293,2023-12-29,2023,Championship,England,Millwall,1,0,Norwich,Match Finished
294,2023-12-29,2023,Championship,England,Preston,0,1,Sheffield Wednesday,Match Finished
295,2023-12-29,2023,Championship,England,Rotherham,1,1,Sunderland,Match Finished
296,2023-12-29,2023,Championship,England,Southampton,2,1,Plymouth,Match Finished
297,2023-12-29,2023,Championship,England,Watford,1,1,Stoke City,Match Finished
298,2023-12-29,2023,Championship,England,West Brom,1,0,Leeds,Match Finished
299,2024-01-01,2023,Championship,England,Blackburn,2,2,Rotherham,Match Finished
300,2024-01-01,2023,Championship,England,Bristol City,0,1,Millwall,Match Finished
301,2024-01-01,2023,Championship,England,Leeds,3,0,Birmingham,Match Finished
302,2024-01-01,2023,Championship,England,Leicester,4,1,Huddersfield,Match Finished
303,2024-01-01,2023,Championship,England,Middlesbrough,1,3,Coventry,Match Finished
304,2024-01-01,2023,Championship,England,Norwich,1,1,Southampton,Match Finished
305,2024-01-01,2023,Championship,England,Plymouth,3,3,Watford,Match Finished
306,2024-01-01,2023,Championship,England,QPR,1,2,Cardiff,Match Finished
307,2024-01-01,2023,Championship,England,Sheffield Wednesday,3,1,Hull City,Match Finished
308,2024-01-01,2023,Championship,England,Stoke City,0,0,Ipswich,Match Finished
309,2024-01-01,2023,Championship,England,Sunderland,2,0,Preston,Match Finished
310,2024-01-01,2023,Championship,England,Swansea,1,0,West Brom,Match Finished
311,2024-01-14,2023,Championship,England,QPR,1,2,Watford,Match Finished
312,2024-01-13,2023,Championship,England,Birmingham,2,2,Swansea,Match Finished
313,2024-01-13,2023,Championship,England,Cardiff,0,3,Leeds,Match Finished
314,2024-01-13,2023,Championship,England,Coventry,3,1,Leicester,Match Finished
315,2024-01-13,2023,Championship,England,Huddersfield,1,1,Plymouth,Match Finished
316,2024-01-12,2023,Championship,England,Hull City,1,2,Norwich,Match Finished
317,2024-01-13,2023,Championship,England,Ipswich,2,1,Sunderland,Match Finished
318,2024-01-13,2023,Championship,England,Millwall,1,3,Middlesbrough,Match Finished
319,2024-01-13,2023,Championship,England,Preston,2,0,Bristol City,Match Finished
320,2024-01-13,2023,Championship,England,Rotherham,0,1,Stoke City,Match Finished
321,2024-01-13,2023,Championship,England,Southampton,4,0,Sheffield Wednesday,Match Finished
322,2024-01-13,2023,Championship,England,West Brom,4,1,Blackburn,Match Finished
323,2024-01-20,2023,Championship,England,Blackburn,1,1,Huddersfield,Match Finished
324,2024-01-20,2023,Championship,England,Bristol City,1,1,Watford,Match Finished
325,2024-01-21,2023,Championship,England,Leeds,2,1,Preston,Match Finished
326,2024-01-22,2023,Championship,England,Leicester,1,1,Ipswich,Match Finished
327,2024-01-20,2023,Championship,England,Middlesbrough,1,1,Rotherham,Match Finished
328,2024-01-20,2023,Championship,England,Norwich,2,0,West Brom,Match Finished
329,2024-01-20,2023,Championship,England,Plymouth,3,1,Cardiff,Match Finished
330,2024-01-20,2023,Championship,England,QPR,2,0,Millwall,Match Finished
331,2024-01-20,2023,Championship,England,Sheffield Wednesday,1,2,Coventry,Match Finished
332,2024-01-20,2023,Championship,England,Stoke City,1,2,Birmingham,Match Finished
333,2024-01-19,2023,Championship,England,Sunderland,0,1,Hull City,Match Finished
334,2024-01-20,2023,Championship,England,Swansea,1,3,Southampton,Match Finished
335,2024-03-12,2023,Championship,England,Birmingham,,,Middlesbrough,Not Started
336,2024-02-20,2023,Championship,England,Cardiff,0,0,Blackburn,Match Finished
337,2024-01-30,2023,Championship,England,Coventry,2,2,Bristol City,Match Finished
338,2024-02-20,2023,Championship,England,Ipswich,4,3,Rotherham,Match Finished
339,2024-01-24,2023,Championship,England,Leeds,1,0,Norwich,Match Finished
340,2024-01-27,2023,Championship,England,Millwall,1,1,Preston,Match Finished
341,2024-02-20,2023,Championship,England,Plymouth,0,3,West Brom,Match Finished
342,2024-01-28,2023,Championship,England,QPR,1,1,Huddersfield,Match Finished
343,2024-01-31,2023,Championship,England,Sheffield Wednesday,0,0,Watford,Match Finished
344,2024-02-20,2023,Championship,England,Southampton,1,2,Hull City,Match Finished
345,2024-01-27,2023,Championship,England,Sunderland,3,1,Stoke City,Match Finished
346,2024-02-03,2023,Championship,England,Blackburn,1,2,QPR,Match Finished
347,2024-02-02,2023,Championship,England,Bristol City,0,1,Leeds,Match Finished
348,2024-02-03,2023,Championship,England,Huddersfield,4,0,Sheffield Wednesday,Match Finished
349,2024-02-03,2023,Championship,England,Hull City,1,0,Millwall,Match Finished
350,2024-02-04,2023,Championship,England,Middlesbrough,1,1,Sunderland,Match Finished
351,2024-02-03,2023,Championship,England,Norwich,2,1,Coventry,Match Finished
352,2024-02-03,2023,Championship,England,Preston,3,2,Ipswich,Match Finished
353,2024-02-03,2023,Championship,England,Rotherham,0,2,Southampton,Match Finished
